,Name,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price
3315,Nissan Micra,2011,44000,Petrol,Manual,First,18.06,1198,75.0,5,265000
3316,Ford Figo,2015,84000,Diesel,Manual,First,20.0,1399,68.05,5,380000
3317,Honda CR-V,2017,41697,Petrol,Automatic,First,13.1,1997,141.1,5,1668000
3318,Nissan Terrano,2014,163000,Diesel,Manual,First,19.01,1461,108.5,5,500000
3319,Toyota Etios,2011,42000,Petrol,Manual,Second,17.71,1197,78.9,5,375000
3320,Hyundai i20,2013,129000,Diesel,Manual,Third,21.27,1396,88.76,5,411000
3321,Ford Figo,2015,32200,Petrol,Manual,Second,18.16,1196,86.8,5,425000
3322,Mitsubishi Pajero,2004,129000,Diesel,Manual,First,10.5,2835,107.2,6,345000
3323,Audi A4,2014,40000,Diesel,Automatic,First,17.11,1968,174.33,5,2250000
3324,Toyota Innova,2006,150000,Petrol,Manual,First,12.4,1998,132.0,8,450000
3325,Chevrolet Aveo,2007,140000,Petrol,Manual,First,15.26,1150,74.9,5,90000
3326,Hyundai Getz,2006,63181,Petrol,Manual,First,15.3,1341,83.0,5,185000
3327,Honda Amaze,2013,39575,Diesel,Manual,First,25.8,1498,98.6,5,325000
3328,Ford Ecosport,2014,70374,Diesel,Manual,First,22.7,1498,89.84,5,734000
3329,Volkswagen CrossPolo,2015,26256,Diesel,Manual,First,20.14,1498,88.5,5,425000
3330,Hyundai Elite,2016,13460,Petrol,Manual,First,18.6,1197,81.86,5,645000
3331,Toyota Innova,2011,122000,Diesel,Manual,Second,12.8,2494,102.0,8,1075000
3332,Mercedes-Benz M-Class,2015,58589,Diesel,Automatic,First,15.26,2143,203.2,5,2775000
3333,Maruti Wagon,2005,115000,Petrol,Manual,Second,17.3,1061,64.0,5,99000
3334,Ford Endeavour,2016,75000,Diesel,Automatic,First,12.62,2198,158.0,7,2400000
3335,Hyundai Elite,2016,30292,Petrol,Manual,First,18.6,1197,81.86,5,610000
3336,Honda WRV,2017,32248,Petrol,Manual,First,17.5,1199,88.7,5,825000
3337,Volkswagen Polo,2013,74000,Petrol,Manual,First,16.47,1198,73.9,5,465000
3338,Honda CR-V,2014,56100,Petrol,Manual,First,13.7,1997,153.86,5,975000
3339,Hyundai Grand,2014,61325,Petrol,Manual,First,18.9,1197,81.86,5,440000
3340,Maruti Swift,2014,33000,Petrol,Manual,First,19.1,1197,85.8,5,399000
3341,BMW 5,2016,18090,Diesel,Automatic,First,16.2,2993,258.0,5,4573000
3342,Ford Ecosport,2014,71390,Diesel,Manual,First,22.7,1498,89.84,5,527000
3343,Maruti Wagon,2014,41000,CNG,Manual,First,26.2,998,58.2,5,350000
3344,Honda City,2016,67000,Diesel,Manual,First,26.0,1498,98.6,5,725000
3345,Tata Indigo,2008,99000,Diesel,Manual,Second,17.0,1405,70.0,5,160000
3346,Renault Duster,2014,142000,Diesel,Manual,Second,19.01,1461,108.45,5,600000
3347,Hyundai i10,2010,26966,Petrol,Manual,First,20.36,1197,78.9,5,300000
3348,Honda Jazz,2015,27628,Petrol,Manual,First,18.7,1199,88.7,5,495000
3349,Maruti SX4,2016,82497,Diesel,Manual,First,23.65,1248,88.5,5,899000
3350,Honda Accord,2007,86000,Petrol,Manual,Third,11.9,2354,144.0,5,185000
3351,Volkswagen Polo,2016,26981,Petrol,Manual,First,16.47,1198,73.9,5,616000
3352,Maruti Ritz,2010,110471,Diesel,Manual,First,21.1,1248,73.9,5,350000
3353,Honda Amaze,2014,69000,Petrol,Manual,First,19.5,1199,88.76,5,450000
3354,Hyundai i20,2017,12000,Petrol,Manual,First,18.6,1197,81.83,5,775000
3355,Renault Duster,2014,77500,Diesel,Manual,First,20.45,1461,83.8,5,660000
3356,Hyundai Grand,2014,48031,Petrol,Manual,First,18.9,1197,82.0,5,498000
3357,BMW 3,2008,170000,Diesel,Automatic,Third,16.07,1995,181.0,5,975000
3358,Ford Ecosport,2014,69565,Diesel,Manual,First,22.7,1498,89.84,5,555000
3359,Volkswagen Vento,2016,45492,Diesel,Automatic,First,21.5,1498,108.5,5,1030000
3360,Honda Accord,2011,85000,Petrol,Automatic,Second,11.7,2354,177.6,5,750000
3361,Chevrolet Aveo,2008,55902,Petrol,Manual,First,14.49,1399,92.7,5,180000
3362,Volkswagen Polo,2017,18500,Petrol,Manual,First,16.2,1199,74.0,5,625000
3363,Mahindra Xylo,2015,129750,Diesel,Manual,Second,14.95,2489,93.7,7,680000
3364,Hyundai i10,2009,50902,Petrol,Automatic,First,19.2,1197,80.0,5,300000
3365,Mahindra XUV500,2015,84725,Diesel,Manual,First,15.1,2179,140.0,7,1160000
3366,Hyundai Elantra,2013,40000,Diesel,Manual,Second,22.7,1582,126.24,5,695000
3367,Volkswagen Passat,2010,60000,Petrol,Manual,Third,14.3,1798,160.0,5,350000
3368,Hyundai Grand,2014,33496,Petrol,Manual,First,18.9,1197,81.86,5,550000
3369,Hyundai i20,2015,25000,Petrol,Manual,First,18.6,1197,81.83,5,565000
3370,Chevrolet Enjoy,2013,71000,Diesel,Manual,First,18.2,1248,73.8,8,325000
3371,Skoda Rapid,2015,20826,Petrol,Automatic,First,14.3,1598,103.6,5,772000
3372,Hyundai Creta,2016,42244,Diesel,Manual,First,19.67,1582,126.2,5,1200000
3373,Chevrolet Beat,2013,98598,Diesel,Manual,First,25.44,936,57.6,5,155000
3374,Toyota Fortuner,2011,62100,Diesel,Manual,First,11.5,2982,171.0,7,1075000
3375,Hyundai i20,2016,44238,Petrol,Manual,First,18.6,1197,81.83,5,672000
3376,Audi Q7,2012,91743,Diesel,Automatic,First,12.07,2967,241.4,7,2855000
3377,Porsche Panamera,2013,19828,Diesel,Automatic,Second,17.85,2967,300.0,4,7500000
3378,Honda City,2016,36891,Petrol,Manual,First,17.8,1497,117.3,5,1049000
3379,Mahindra Quanto,2012,90049,Diesel,Manual,First,17.21,1493,100.0,7,380000
3380,Audi A4,2012,74002,Diesel,Automatic,First,16.55,1968,140.0,5,1850000
3381,Hyundai Sonata,2013,41000,Petrol,Automatic,First,12.37,2359,198.25,5,600000
3382,Hyundai Verna,2012,83678,Diesel,Manual,First,22.32,1582,126.32,5,550000
3383,Maruti Wagon,2010,91000,Petrol,Manual,First,18.9,998,67.1,5,229999
3384,Maruti Ertiga,2016,50000,Diesel,Manual,First,24.52,1248,88.5,7,869999
3385,Hyundai Xcent,2015,58000,Diesel,Manual,First,24.4,1120,71.01,5,495000
3386,Maruti Swift,2012,80000,Diesel,Manual,First,22.9,1248,74.0,5,425000
3387,Mahindra XUV500,2017,41290,Diesel,Manual,Second,16.0,2179,140.0,7,1094000
3388,BMW 5,2013,65000,Diesel,Automatic,First,22.48,1995,190.0,5,2126000
3389,Toyota Corolla,2016,16471,Petrol,Manual,Second,14.28,1798,138.03,5,1150000
3390,Hyundai i20,2015,54339,Diesel,Manual,Second,22.54,1396,88.73,5,600000
3391,Mahindra KUV,2016,24025,Petrol,Manual,First,18.15,1198,82.0,6,409999
3392,Maruti Alto,2013,24027,Petrol,Manual,First,24.7,796,47.3,5,200999
3393,Fiat Punto,2010,59270,Petrol,Manual,First,15.7,1172,67.0,5,260000
3394,Maruti Wagon,2012,40000,Petrol,Manual,First,18.9,998,67.1,5,235000
3395,Mitsubishi Pajero,2012,155566,Diesel,Manual,Second,9.5,2835,118.6,6,915000
3396,Honda Brio,2013,42320,Petrol,Manual,First,19.4,1198,86.8,5,290000
3397,Hyundai i20,2017,24153,Diesel,Manual,Second,22.54,1396,88.73,5,918000
3398,Hyundai Creta,2016,27000,Petrol,Automatic,First,13.0,1591,121.3,5,1145000
3399,Maruti Alto,2012,92000,CNG,Manual,Second,26.83,796,38.4,5,210000
3400,Honda Amaze,2017,61795,Petrol,Manual,First,17.8,1198,86.7,5,553000
3401,Mahindra KUV,2016,13500,Petrol,Manual,First,18.15,1198,82.0,6,375000
3402,Honda City,2018,4500,Petrol,Automatic,First,18.0,1497,117.3,5,1250000
3403,Mahindra XUV500,2017,23000,Diesel,Automatic,First,16.0,2179,140.0,7,1550000
3404,Mercedes-Benz New,2013,80578,Diesel,Automatic,Second,14.84,2143,170.0,5,1450000
3405,Renault Duster,2017,42646,Diesel,Automatic,First,19.6,1461,108.45,5,1246000
3406,Volkswagen Polo,2014,30000,Petrol,Manual,Second,16.47,1198,74.0,5,525000
3407,Mercedes-Benz S,2009,98000,Diesel,Automatic,Second,13.5,2987,282.0,5,2500000
3408,Jaguar XJ,2012,50000,Diesel,Automatic,First,12.9,2993,271.23,4,4500000
3409,Maruti Swift,2015,63310,Diesel,Manual,First,28.4,1248,74.0,5,509999
3410,Honda Amaze,2014,66000,Diesel,Manual,First,25.8,1498,98.6,5,350000
3411,BMW 3,2011,74000,Diesel,Automatic,Second,16.07,1995,181.0,5,1250000
3412,Hyundai Verna,2012,93000,Diesel,Manual,First,23.5,1396,88.7,5,555000
3413,Toyota Fortuner,2015,70000,Diesel,Automatic,First,11.5,2982,169.0,7,1948000
3414,Maruti Swift,2012,48772,Petrol,Manual,First,18.6,1197,85.8,5,391000
3415,Chevrolet Beat,2010,66000,Petrol,Manual,First,18.6,1199,79.4,5,219000
3416,Hyundai Grand,2017,27417,Petrol,Automatic,First,18.9,1197,82.0,5,689000
3417,Ford Figo,2011,51593,Petrol,Manual,Second,15.6,1196,70.0,5,347000
3418,Maruti Swift,2010,75000,Petrol,Manual,First,16.1,1298,88.2,5,285000
3419,Audi A4,2016,39237,Diesel,Automatic,First,17.11,1968,174.33,5,2564000
3420,Honda City,2018,11966,Petrol,Manual,First,16.8,1497,116.3,5,1027999
3421,Honda Jazz,2015,37000,Petrol,Manual,First,18.2,1199,88.7,5,630000
3422,Volkswagen Polo,2014,70920,Diesel,Manual,First,20.14,1498,88.8,5,475000
3423,Nissan Terrano,2013,65280,Diesel,Manual,First,19.87,1461,83.14,5,580000
3424,Land Rover,2016,62000,Diesel,Automatic,First,12.51,2179,187.7,7,4450000
3425,Hyundai i20,2014,44525,Petrol,Manual,First,18.5,1197,82.9,5,465000
3426,Honda City,2009,86863,Petrol,Manual,First,17.0,1497,118.0,5,360000
3427,Mahindra XUV500,2015,102626,Diesel,Manual,First,16.0,2179,140.0,7,1225000
3428,Jeep Compass,2017,45000,Diesel,Manual,First,16.3,1956,170.0,5,2000000
3429,Mahindra XUV500,2017,22000,Diesel,Manual,First,16.0,2179,140.0,7,1600000
3430,Mahindra Scorpio,2011,108905,Diesel,Automatic,Second,11.79,2179,120.0,8,621000
3431,Datsun GO,2016,12800,Petrol,Manual,First,19.44,1198,67.0,7,325000
3432,Mahindra Scorpio,2016,32000,Diesel,Manual,First,15.4,2179,120.0,7,975000
3433,Honda Amaze,2014,39000,Petrol,Automatic,First,15.5,1198,86.7,5,445000
3434,Honda City,2017,42000,Diesel,Manual,First,25.6,1498,98.6,5,1200000
3435,Tata Indigo,2008,73000,Petrol,Manual,First,14.4,1396,65.0,5,80000
3436,Hyundai Grand,2018,48000,Diesel,Manual,First,24.0,1186,73.97,5,595000
3437,Maruti Alto,2015,18000,CNG,Manual,First,33.44,796,40.3,4,300000
3438,Hyundai Verna,2014,19000,Petrol,Manual,First,17.43,1396,105.5,5,525000
3439,Toyota Innova,2019,33598,Diesel,Manual,First,13.68,2393,147.8,7,2220000
3440,BMW X1,2012,63000,Diesel,Automatic,First,17.05,1995,184.0,5,1350000
3441,Volkswagen Jetta,2015,48000,Diesel,Automatic,First,16.96,1968,138.03,5,1350000
3442,Ford Figo,2014,66000,Diesel,Manual,First,20.0,1399,68.05,5,347000
3443,Mahindra Ssangyong,2013,80000,Diesel,Automatic,Second,11.18,2696,184.0,7,950000
3444,Volkswagen Vento,2011,37000,Petrol,Manual,First,15.04,1598,103.6,5,480000
3445,Skoda Rapid,2016,35058,Petrol,Manual,First,15.0,1598,103.52,5,654000
3446,Volkswagen Polo,2012,52000,Petrol,Manual,First,16.47,1198,73.9,5,310000
3447,Maruti S,2015,61313,Diesel,Manual,First,23.65,1248,88.5,5,799000
3448,Toyota Corolla,2009,45000,Petrol,Manual,Second,14.53,1798,138.1,5,330000
3449,Maruti Ertiga,2015,74000,Diesel,Manual,First,20.77,1248,88.8,7,875000
3450,Hyundai i10,2013,89000,Petrol,Automatic,First,19.2,1197,80.0,5,419000
3451,Mercedes-Benz CLA,2019,13414,Diesel,Automatic,First,17.9,2143,136.0,5,3077000
3452,Honda City,2006,95000,Petrol,Manual,Second,16.9,1497,100.0,5,211000
3453,Mahindra KUV,2018,15900,Petrol,Manual,First,18.15,1198,82.0,6,625000
3454,Toyota Fortuner,2011,151000,Diesel,Manual,First,11.5,2982,171.0,7,1140000
3455,Honda City,2011,65000,Petrol,Manual,First,17.0,1497,118.0,5,520000
3456,Audi A6,2017,36824,Diesel,Automatic,First,18.53,1968,187.74,5,3984000
3457,Ford Figo,2013,65287,Diesel,Manual,First,20.0,1399,68.05,5,445000
3458,Mercedes-Benz GLA,2014,52000,Diesel,Automatic,First,17.9,2143,136.0,5,1950000
3459,Chevrolet Aveo,2007,33000,Petrol,Manual,First,15.26,1150,74.9,5,175000
3460,Ford Figo,2016,71000,Diesel,Manual,First,25.83,1498,99.0,5,509999
3461,Hyundai Elantra,2013,71000,Diesel,Automatic,First,22.7,1582,126.2,5,680000
3462,Maruti Baleno,2016,20000,Petrol,Automatic,First,21.4,1197,83.1,5,574000
3463,Maruti Swift,2010,71000,Petrol,Manual,First,16.1,1197,85.0,5,330000
3464,Mercedes-Benz CLS-Class,2010,29000,Diesel,Automatic,First,9.9,3498,271.72,4,3200000
3465,BMW 3,2016,27000,Diesel,Automatic,First,21.76,1995,190.0,5,3500000
3466,Maruti Dzire,2017,19000,Diesel,Automatic,First,28.4,1248,73.75,5,890000
3467,Hyundai Verna,2011,58000,Petrol,Manual,Second,17.01,1591,121.3,5,400000
3468,Jeep Compass,2018,42203,Diesel,Manual,First,17.1,1956,170.0,5,1946000
3469,Hyundai Sonata,2009,94000,Diesel,Automatic,First,11.4,1991,142.0,5,525000
3470,Maruti Eeco,2013,52000,CNG,Manual,Second,15.1,1196,73.0,5,260000
3471,Tata Nexon,2018,4900,Diesel,Manual,First,21.5,1497,108.5,5,922000
3472,Hyundai EON,2013,70000,Petrol,Manual,First,21.1,814,55.2,5,180000
3473,BMW 5,2015,65266,Diesel,Automatic,First,14.69,2993,258.0,5,3175000
3474,Maruti Ertiga,2014,54569,Diesel,Manual,First,20.77,1248,88.76,7,599000
3475,Honda Amaze,2015,51361,Petrol,Manual,First,18.0,1198,86.7,5,494000
3476,Ford Fiesta,2007,125000,Petrol,Manual,Third,16.6,1388,68.0,5,150000
3477,Honda Civic,2008,66000,Petrol,Manual,Third,13.5,1799,130.0,5,325000
3478,Maruti Wagon,2007,65047,LPG,Manual,First,17.3,1061,57.5,5,195000
3479,Maruti Ertiga,2014,22281,Diesel,Manual,First,20.77,1248,88.8,7,650000
3480,Hyundai Grand,2013,63210,Diesel,Manual,First,24.0,1120,70.0,5,371000
3481,Hyundai Xcent,2018,31000,Petrol,Manual,First,20.14,1197,81.86,5,500000
3482,Hyundai i10,2008,60000,Petrol,Manual,First,19.81,1086,68.05,5,199000
3483,Honda Amaze,2017,32006,Petrol,Manual,First,18.0,1198,86.7,5,425000
3484,Audi A6,2009,78000,Diesel,Automatic,First,12.4,2698,179.5,5,800000
3485,Hyundai i10,2011,9489,Petrol,Manual,First,20.36,1197,78.9,5,295000
3486,Renault KWID,2018,5000,Petrol,Manual,First,25.17,799,53.3,5,350000
3487,Audi A4,2012,60000,Diesel,Automatic,Second,15.2,1968,140.8,5,1600000
3488,Maruti Alto,2015,50000,Petrol,Manual,First,22.74,796,47.3,5,275000
3489,Honda City,2015,53000,Petrol,Manual,First,17.8,1497,117.3,5,695000
3490,Mercedes-Benz New,2011,64000,Petrol,Automatic,Second,11.74,1796,186.0,5,1250000
3491,Audi Q5,2017,43827,Diesel,Automatic,First,13.22,2967,241.4,5,3683000
3492,Volkswagen Polo,2011,36431,Petrol,Manual,First,16.2,1199,74.0,5,270000
3493,Hyundai Creta,2017,35000,Diesel,Manual,First,21.38,1396,88.7,5,990000
3494,Honda City,2011,94832,Petrol,Manual,First,17.0,1497,118.0,5,383000
3495,Honda City,2012,88381,Petrol,Manual,First,17.0,1497,118.0,5,525000
3496,Maruti S,2016,45194,Diesel,Manual,First,22.7,1598,118.0,5,775000
3497,Maruti SX4,2010,66000,Petrol,Manual,Second,16.51,1586,103.2,5,246000
3498,Maruti Swift,2014,38578,Diesel,Manual,First,23.4,1248,74.0,5,396000
3499,Maruti Ertiga,2015,40000,Diesel,Manual,First,20.77,1248,88.8,7,825000
3500,Hyundai i20,2018,20632,Petrol,Manual,First,18.6,1197,81.83,5,758000
3501,Hyundai Grand,2014,73042,Diesel,Manual,First,24.0,1120,70.0,5,399000
3502,Honda City,2014,54257,Petrol,Manual,First,17.4,1497,117.3,5,625000
3503,Skoda Rapid,2013,93000,Diesel,Manual,First,20.5,1598,103.5,5,500000
3504,Mercedes-Benz E-Class,2005,102000,Diesel,Automatic,Second,11.0,2987,198.5,5,465000
3505,Hyundai Santa,2016,28881,Diesel,Automatic,First,13.01,2199,194.3,7,2137000
3506,Maruti Alto,2007,52195,Petrol,Manual,First,19.7,796,46.3,5,175000
3507,ISUZU D-MAX,2018,20422,Diesel,Manual,First,12.4,2499,134.0,5,1609000
3508,Hyundai Verna,2012,38000,Diesel,Manual,First,24.8,1396,88.7,5,409999
3509,Ford Figo,2015,92885,Diesel,Manual,First,20.0,1399,68.0,5,356000
3510,Honda City,2010,43000,Petrol,Manual,Second,17.0,1497,118.0,5,421000
3511,Hyundai Verna,2015,57000,Diesel,Manual,First,23.9,1582,126.2,5,660000
3512,Hyundai Creta,2018,32434,Petrol,Automatic,First,13.0,1591,121.3,5,1435000
3513,Ford Ecosport,2017,32000,Diesel,Manual,First,22.7,1498,89.84,5,950000
3514,BMW X6,2011,59000,Diesel,Automatic,First,11.2,2993,241.0,4,2190000
3515,BMW 5,2016,76467,Diesel,Automatic,First,18.12,1995,190.0,5,3045000
3516,Ford Figo,2016,100000,Diesel,Manual,First,25.83,1498,99.0,5,509999
3517,Hyundai Verna,2013,37086,Petrol,Automatic,First,17.0,1591,121.3,5,544000
3518,Ford Ikon,2010,135000,Diesel,Manual,First,13.8,1399,68.0,5,160000
3519,Audi A6,2014,54862,Diesel,Automatic,First,17.68,1968,174.33,5,1667000
3520,Hyundai i20,2012,56200,Petrol,Automatic,First,15.0,1396,98.6,5,385000
3521,Toyota Fortuner,2011,169006,Diesel,Manual,First,14.24,2755,174.5,7,1064000
3522,Renault KWID,2016,20229,Petrol,Manual,First,25.17,799,53.3,5,350000
3523,Chevrolet Spark,2008,62000,Petrol,Manual,Third,18.0,995,62.0,5,110000
3524,Hyundai Verna,2011,51500,Petrol,Manual,Second,16.2,1599,103.2,5,260000
3525,BMW 3,2012,69000,Diesel,Automatic,First,18.88,1995,184.0,5,1850000
3526,Maruti Swift,2015,62476,Diesel,Manual,First,26.59,1248,74.0,5,795000
3527,Hyundai Xcent,2017,60500,Diesel,Manual,First,25.4,1186,73.97,5,549000
3528,Honda Jazz,2017,17978,Petrol,Automatic,First,19.0,1199,88.7,5,695000
3529,Tata Indigo,2008,300000,Diesel,Manual,First,17.0,1405,70.0,5,100000
3530,Ford Fiesta,2013,123000,Diesel,Manual,Second,17.8,1399,67.0,5,445000
3531,Maruti S-Cross,2016,45296,Diesel,Manual,First,25.1,1248,88.5,5,699000
3532,Maruti SX4,2008,77325,Petrol,Manual,First,15.6,1586,104.68,5,351000
3533,Maruti Baleno,2018,25858,Petrol,Automatic,First,21.4,1197,83.1,5,754000
3534,Maruti Ritz,2016,120000,Diesel,Manual,First,23.2,1248,73.94,5,365000
3535,Hyundai Elantra,2016,22000,Diesel,Automatic,First,19.5,1582,126.24,5,1600000
3536,Chevrolet Spark,2012,11000,Petrol,Manual,First,16.2,995,62.1,5,140000
3537,Hyundai i20,2017,3900,Petrol,Manual,First,18.6,1197,81.83,5,645000
3538,Hyundai Xcent,2016,106092,Diesel,Manual,First,24.4,1120,71.0,5,440000
3539,Honda Jazz,2015,27000,Petrol,Automatic,First,19.0,1199,88.7,5,595000
3540,Honda Brio,2013,11000,Petrol,Manual,First,19.4,1198,86.8,5,390000
3541,Mercedes-Benz E-Class,2016,39753,Diesel,Automatic,First,13.0,2143,201.1,5,3528000
3542,Tata Hexa,2017,39800,Diesel,Manual,First,17.6,2179,153.86,7,1425000
3543,Hyundai Xcent,2017,73000,Diesel,Manual,First,24.4,1120,71.0,5,450000
3544,Ford Ecosport,2015,55000,Diesel,Manual,First,22.7,1498,89.84,5,750000
3545,Tata Nano,2017,18351,Petrol,Automatic,First,21.9,624,37.48,4,341000
3546,Honda Brio,2013,45000,Petrol,Manual,Second,19.4,1198,86.8,5,325000
3547,Maruti Ertiga,2016,112200,Diesel,Manual,First,24.52,1248,88.5,7,830000
3548,Hyundai i10,2010,29000,Petrol,Manual,First,20.36,1197,78.9,5,345000
3549,Mahindra XUV500,2015,53392,Diesel,Manual,First,16.0,2179,140.0,7,1195000
3550,Volkswagen Vento,2010,71000,Diesel,Manual,First,20.54,1598,103.6,5,425000
3551,Tata Safari,2014,93000,Diesel,Manual,First,14.0,2179,138.1,7,825000
3552,Honda Accord,2010,119000,Petrol,Manual,First,10.2,2354,180.0,5,595000
3553,Maruti Eeco,2016,42225,Petrol,Manual,First,15.1,1196,73.0,7,430000
3554,Maruti Swift,2012,65000,Diesel,Manual,First,22.9,1248,74.0,5,390000
3555,Maruti Baleno,2016,27809,Petrol,Automatic,First,21.4,1197,83.1,5,641000
3556,Mahindra XUV500,2015,65100,Diesel,Manual,First,15.1,2179,140.0,7,836000
3557,Hyundai Xcent,2014,51000,Petrol,Manual,First,19.1,1197,82.0,5,385000
3558,Mercedes-Benz New,2017,10000,Diesel,Automatic,First,19.27,2143,167.62,5,3600000
3559,Skoda Superb,2011,54895,Petrol,Manual,First,13.14,1798,160.0,5,750000
3560,Volkswagen CrossPolo,2015,80768,Diesel,Manual,First,20.14,1498,88.73,5,570000
3561,Maruti Ignis,2019,12076,Petrol,Manual,First,20.89,1197,81.8,5,550000
3562,Maruti Swift,2016,49000,Diesel,Manual,First,25.2,1248,74.0,5,590000
3563,Honda City,2015,42366,Petrol,Manual,First,17.8,1497,117.3,5,775000
3564,BMW 5,2010,68000,Diesel,Automatic,First,11.5,2993,235.0,5,1800000
3565,Skoda Laura,2008,122397,Diesel,Manual,First,17.5,1896,106.0,5,440000
3566,Volkswagen Polo,2017,50534,Petrol,Automatic,First,17.21,1197,103.5,5,827000
3567,Renault Duster,2014,55300,Diesel,Manual,First,19.87,1461,83.8,5,475000
3568,Honda City,2008,73095,Petrol,Automatic,First,16.8,1497,118.0,5,380000
3569,Volkswagen Vento,2011,51100,Diesel,Manual,First,20.54,1598,103.6,5,340000
3570,Hyundai Grand,2016,13436,Petrol,Manual,Second,18.9,1197,82.0,5,470000
3571,Ford Fiesta,2008,76000,Petrol,Manual,Second,16.6,1388,68.0,5,149000
3572,Hyundai Xcent,2016,63141,Diesel,Manual,Second,24.4,1120,71.0,5,450000
3573,Honda Amaze,2014,74885,Diesel,Manual,First,25.8,1498,98.6,5,540000
3574,Honda City,2016,14000,Petrol,Automatic,First,18.0,1497,117.3,5,1150000
3575,Renault Fluence,2012,56000,Diesel,Manual,Second,20.4,1461,108.5,5,350000
3576,BMW 5,2010,46000,Diesel,Automatic,First,22.48,1995,190.0,5,1650000
3577,Maruti SX4,2012,51800,Petrol,Manual,First,15.5,1586,103.3,5,390000
3578,Honda City,2007,81000,Petrol,Automatic,First,16.4,1497,78.0,5,325000
3579,Volkswagen Ameo,2018,17370,Petrol,Manual,First,17.0,1198,73.75,5,584000
3580,Volkswagen Ameo,2016,18456,Petrol,Manual,First,17.0,1198,73.75,5,575000
3581,Audi A4,2010,59000,Diesel,Automatic,First,16.55,1968,140.0,5,1000000
3582,Maruti Wagon,2006,141537,Petrol,Manual,Second,18.9,998,67.1,5,105000
3583,Hyundai Verna,2013,51000,Diesel,Automatic,First,19.08,1582,126.32,5,564000
3584,Mercedes-Benz GLC,2019,29311,Diesel,Automatic,First,17.9,2143,170.0,5,5097000
3585,BMW 3,2016,31000,Diesel,Automatic,First,21.76,1995,190.0,5,2995000
3586,Honda Mobilio,2014,80000,Diesel,Manual,Second,24.2,1498,98.6,7,484999
3587,Hyundai Creta,2016,33000,Diesel,Automatic,First,17.01,1582,126.2,5,1450000
3588,Honda City,2011,71556,Petrol,Manual,First,17.0,1497,118.0,5,550000
3589,Ford Fiesta,2011,85000,Diesel,Manual,First,17.8,1399,68.0,5,320000
3590,Maruti Swift,2016,91000,Diesel,Manual,First,26.59,1248,74.0,5,450000
3591,Mercedes-Benz E-Class,2015,73187,Diesel,Automatic,First,13.0,2143,204.0,5,3072000
3592,Chevrolet Captiva,2009,232000,Diesel,Manual,First,11.5,1991,147.9,7,350000
3593,Toyota Innova,2007,127079,Diesel,Manual,First,12.8,2494,102.0,7,699000
3594,Mahindra Quanto,2014,58816,Diesel,Manual,First,17.21,1493,100.0,7,345000
3595,Honda City,2015,63818,Petrol,Manual,First,17.4,1497,117.3,5,657000
